id,user,temp,gasDetect,fireDetect,lightLevel,humidity,pressure,month,hour,day,year
6809,Jane,11.3,0,0,0,73.89,1017.28,10,11,18,2021
6810,Jane,11.3,0,0,0,60.45,1004.12,10,11,11,2020
6811,Jane,11.3,0,0,0,48.19,1008.9,10,11,23,2024
6812,Jane,11.3,0,0,0,58.1,998.5,10,11,31,2023
6813,John,11.04,0,0,0,46.61,1015.63,8,2,16,2022
6814,John,4.0,0,0,0,61.82,1009.74,11,15,4,2022
6815,John,4.0,0,0,0,56.68,993.82,11,15,2,2021
6816,John,4.0,0,0,0,69.12,988.36,11,15,7,2021
6817,John,4.0,0,0,0,59.75,1016.0,11,15,19,2020
6818,John,12.23,0,0,0,45.79,1034.15,3,4,18,2020
6819,John,12.93,0,0,0,56.99,1012.41,3,1,29,2024
6820,Jane,11.62,0,0,0,54.73,983.58,10,13,9,2021
6821,Jane,11.62,0,0,0,71.61,1007.99,10,13,18,2021
6822,Jane,11.62,0,0,0,56.84,1014.41,10,13,9,2021
6823,John,7.48,0,0,0,62.25,1002.83,3,9,22,2022
6824,John,11.17,0,0,0,50.71,1006.27,9,23,25,2023
6825,John,13.75,0,0,0,42.1,1002.36,5,11,24,2022
6826,John,13.75,0,0,0,57.89,1002.59,5,11,24,2020
6827,John,11.57,0,0,0,69.83,988.29,9,12,29,2023
6828,John,11.57,0,0,0,43.6,994.36,9,12,14,2022
6829,Jane,12.0,0,0,300,62.41,989.21,11,15,12,2021
6830,John,18.47,0,0,579,41.06,1025.39,4,21,6,2022
6831,John,18.47,0,0,579,67.81,1017.32,4,21,6,2024
6832,John,18.47,0,0,579,66.42,1015.54,4,21,14,2021
6833,John,18.47,0,0,579,51.29,1011.14,4,21,5,2023
6834,Jane,12.36,0,0,0,36.36,1019.35,6,11,28,2022
6835,John,13.61,0,0,0,52.07,1028.11,5,16,11,2022
6836,John,13.61,0,0,0,44.14,1025.3,5,16,4,2020
6837,John,7.39,0,0,34,63.12,1018.26,12,2,16,2022
6838,John,7.39,0,0,34,69.46,1002.51,12,2,18,2020
6839,Jane,15.46,0,0,0,31.0,1016.78,8,11,18,2024
6840,Jane,11.88,0,0,0,50.38,998.85,12,0,19,2020
6841,Jane,11.88,0,0,0,52.4,1013.7,12,0,10,2023
6842,Jane,14.65,0,0,548,49.56,981.89,11,20,6,2022
6843,Jane,14.65,0,0,548,43.87,991.09,11,20,6,2024
6844,Jane,14.65,0,0,548,63.6,980.35,11,20,25,2022
6845,Jane,12.78,0,0,181,55.92,1002.21,4,15,20,2023
6846,Jane,12.78,0,0,181,49.85,1028.07,4,15,5,2022
6847,John,12.54,0,0,0,38.01,1015.29,8,1,11,2024
6848,John,15.27,0,0,0,51.26,1006.98,5,19,26,2024
6849,Jane,13.68,0,0,387,63.19,1034.84,4,16,23,2022
6850,John,13.19,0,0,0,49.26,1005.75,6,19,25,2023
6851,John,13.19,0,0,0,30.71,1015.45,6,19,8,2021
6852,Jane,17.09,0,0,226,70.41,1016.6,2,7,2,2024
6853,John,14.41,0,0,0,41.07,987.56,9,9,28,2020
6854,John,14.41,0,0,0,57.46,991.84,9,9,1,2023
6855,Jane,13.48,0,0,341,67.8,1011.2,1,18,16,2020
6856,John,15.51,0,0,0,64.11,997.52,10,13,2,2020
6857,John,9.07,0,0,250,64.37,1022.04,12,23,11,2020
6858,Jane,11.19,0,0,145,51.35,982.5,11,0,29,2022
6859,Jane,12.83,0,0,0,57.64,1005.8,7,21,28,2022
6860,Jane,12.83,0,0,0,57.64,1007.21,7,21,10,2024
6861,Jane,11.06,0,0,0,47.22,1006.59,7,12,6,2020
6862,John,18.39,0,0,569,65.46,1012.96,3,21,2,2022
6863,Jane,17.66,0,0,170,58.86,1011.22,11,16,7,2021
6864,John,13.11,0,0,0,51.46,1010.73,7,15,18,2022
6865,John,13.11,0,0,0,56.17,1017.31,7,15,14,2022
6866,John,12.12,0,0,0,58.74,1013.17,8,3,7,2022
6867,John,12.12,0,0,0,45.59,1007.28,8,3,11,2024
6868,Jane,17.23,0,0,0,58.71,1000.78,8,4,11,2024
6869,Jane,17.23,0,0,0,52.37,1019.22,8,4,7,2021
6870,Jane,13.14,0,0,0,58.73,1002.93,6,20,28,2021
6871,Jane,20.67,0,0,493,43.21,1017.28,3,22,1,2024
6872,Jane,20.67,0,0,493,56.01,1024.98,3,22,12,2020
6873,Jane,16.43,0,0,50,55.59,997.07,9,17,28,2023
6874,Jane,13.59,0,0,0,43.09,1000.49,7,6,5,2021
6875,Jane,16.93,0,0,85,77.94,1023.29,2,3,9,2022
6876,John,14.28,0,0,0,53.02,1025.07,5,10,12,2020
6877,John,15.22,0,0,0,61.51,1005.77,5,0,5,2024
6878,John,15.22,0,0,0,47.22,1012.55,5,0,27,2020
6879,Jane,13.82,0,0,0,34.75,1006.2,6,10,26,2022
6880,John,13.79,0,0,0,58.22,1027.53,5,2,4,2021
6881,John,15.51,0,0,0,63.55,982.37,10,10,20,2023
6882,Jane,12.15,0,0,0,52.34,1037.26,5,9,2,2022
6883,Jane,12.64,0,0,599,55.33,1000.79,7,23,20,2021
6884,John,18.33,0,0,394,31.11,1005.51,8,22,25,2024
6885,John,18.33,0,0,394,48.97,1009.65,8,22,30,2020
6886,John,18.33,0,0,394,30.77,1016.52,8,22,7,2022
6887,John,18.33,0,0,394,38.42,1011.33,8,22,16,2021
6888,John,18.33,0,0,394,34.11,1010.72,8,22,13,2024
6889,Jane,11.11,0,0,131,44.29,990.55,11,6,2,2022
6890,Jane,11.76,0,0,0,52.37,999.24,10,13,1,2024
6891,John,16.2,0,0,402,51.3,987.77,11,20,11,2021
6892,Jane,13.83,0,0,521,42.32,986.84,11,21,11,2022
6893,Jane,13.83,0,0,521,59.39,1006.23,11,21,25,2021
6894,John,15.65,0,0,0,58.4,1008.22,7,4,20,2021
6895,Jane,16.08,0,0,93,66.34,1010.64,2,6,23,2024
6896,John,4.79,0,0,0,70.23,1002.64,11,8,13,2024
6897,John,4.79,0,0,0,74.15,983.42,11,8,3,2023
6898,John,14.67,0,0,0,68.25,980.48,10,10,8,2024
6899,John,14.67,0,0,0,46.73,1016.06,10,10,31,2020
6900,John,7.85,0,0,0,73.25,1009.97,12,9,1,2023
6901,Jane,14.34,0,0,198,74.49,995.0,12,15,10,2022
6902,Jane,14.34,0,0,198,69.52,1026.52,12,15,3,2022
6903,Jane,14.34,0,0,198,72.26,1014.23,12,15,6,2022
6904,Jane,14.34,0,0,198,62.33,994.24,12,15,22,2020
6905,Jane,14.34,0,0,198,58.37,993.14,12,15,11,2023
6906,John,20.86,0,0,401,60.37,1003.86,2,20,6,2024
6907,John,20.86,0,0,401,76.72,1022.85,2,20,7,2021
6908,John,18.76,0,0,593,50.27,1000.33,2,20,17,2022
6909,Jane,12.65,0,0,63,49.35,1011.05,11,8,19,2021
6910,Jane,14.76,0,0,0,34.37,1010.16,6,0,16,2023
6911,Jane,13.39,0,0,175,40.57,1013.29,4,13,24,2024
6912,Jane,20.93,0,0,382,62.98,1002.2,2,21,14,2020
6913,John,10.47,0,0,16,79.15,1013.38,12,23,18,2022
6914,Jane,10.95,0,0,270,67.81,991.0,1,0,17,2022
6915,John,18.68,0,0,594,69.17,1016.95,4,21,8,2021
6916,John,13.22,0,0,259,58.98,1016.12,1,16,6,2020
6917,John,20.68,0,0,377,64.24,1027.86,2,19,12,2022
6918,John,20.68,0,0,377,76.27,995.19,2,19,8,2020
6919,John,20.68,0,0,377,51.43,1029.97,2,19,14,2022
6920,John,20.68,0,0,377,63.47,996.94,2,19,16,2021
6921,John,20.68,0,0,377,77.85,1021.21,2,19,28,2020
6922,John,21.15,0,0,150,44.81,1011.3,3,18,23,2022
6923,John,7.42,0,0,0,49.39,1002.25,3,15,26,2021
6924,John,16.56,0,0,523,66.87,995.67,11,21,29,2021
6925,Jane,12.85,0,0,163,67.71,1036.93,4,9,30,2020
6926,John,15.53,0,0,0,68.6,1012.93,5,23,30,2023
6927,Jane,13.12,0,0,0,40.49,1018.07,6,8,25,2024
6928,John,11.55,0,0,120,74.39,1016.6,1,6,16,2024
6929,John,14.33,0,0,0,30.38,1016.87,8,2,7,2023
6930,Jane,16.98,0,0,0,66.24,1014.17,9,6,27,2022
6931,Jane,14.17,0,0,97,69.27,1022.7,12,11,29,2023
6932,Jane,14.17,0,0,97,73.37,1000.96,12,11,8,2023
6933,Jane,14.17,0,0,97,72.48,1022.43,12,11,20,2023
6934,John,14.3,0,0,0,60.76,1007.77,5,17,9,2022
6935,John,14.3,0,0,0,56.75,1028.83,5,17,25,2021
6936,Jane,16.79,0,0,170,70.27,1000.62,2,23,2,2020
6937,Jane,16.79,0,0,170,56.64,1009.97,2,23,6,2023
6938,Jane,17.79,0,0,198,59.77,1010.13,2,1,24,2020
6939,John,13.63,0,0,0,38.74,1001.74,6,11,24,2020
6940,Jane,15.88,0,0,383,51.81,987.17,10,21,25,2024
6941,John,15.6,0,0,0,51.37,1029.02,2,23,28,2023
6942,Jane,15.51,0,0,0,33.86,1008.24,8,9,5,2021
6943,Jane,15.51,0,0,0,47.9,1014.63,8,9,21,2021
6944,Jane,12.17,0,0,0,73.19,1000.05,10,15,26,2023
6945,Jane,10.08,0,0,207,65.04,993.19,12,7,20,2021
6946,Jane,11.66,0,0,0,49.26,1024.8,5,14,25,2022
6947,Jane,11.93,0,0,153,46.9,995.81,11,7,3,2021
6948,Jane,11.93,0,0,153,72.35,1016.12,11,7,12,2023
6949,Jane,11.93,0,0,153,40.41,1007.05,11,7,11,2022
6950,Jane,16.74,0,0,270,42.31,1025.88,4,5,27,2023
6951,Jane,16.74,0,0,270,63.63,1005.21,4,5,4,2024
6952,Jane,13.97,0,0,240,61.64,982.04,11,8,15,2023
6953,John,6.03,0,0,269,49.86,1019.37,11,4,1,2021
6954,John,15.34,0,0,0,30.29,1003.6,6,2,14,2022
6955,John,15.34,0,0,0,30.57,1005.82,6,2,7,2023
6956,John,16.3,0,0,518,67.71,999.61,1,21,25,2020
6957,John,16.3,0,0,518,70.84,994.16,1,21,24,2020
6958,Jane,11.8,0,0,0,32.58,1008.15,6,8,1,2022
6959,John,15.32,0,0,0,57.99,1011.86,7,10,24,2023
6960,John,15.32,0,0,0,36.43,1013.26,7,10,6,2022
6961,John,15.71,0,0,280,42.63,1011.08,10,19,11,2020
6962,John,14.15,0,0,0,36.72,1011.98,6,21,13,2020
6963,Jane,15.77,0,0,0,60.31,1018.39,9,1,25,2022
6964,Jane,10.57,0,0,73,60.4,1007.51,11,0,7,2022
6965,Jane,10.57,0,0,73,53.73,1000.83,11,0,13,2022
6966,Jane,10.57,0,0,73,53.2,991.75,11,0,14,2022
6967,Jane,10.57,0,0,73,42.53,991.0,11,0,11,2022
6968,Jane,10.57,0,0,73,69.6,985.14,11,0,19,2020
6969,Jane,10.57,0,0,73,56.96,1010.56,11,0,16,2020
6970,John,15.73,0,0,0,74.28,1003.19,2,3,18,2021
6971,John,15.73,0,0,0,75.96,1001.25,2,3,10,2020
6972,John,14.21,0,0,43,53.79,1011.22,8,17,15,2020
6973,John,14.21,0,0,43,47.75,1016.01,8,17,7,2023
6974,Jane,13.14,0,0,0,30.63,1004.42,7,8,31,2021
6975,John,13.22,0,0,0,65.68,1027.97,5,7,21,2023
6976,John,13.22,0,0,0,55.69,1023.29,5,7,2,2020
6977,John,14.32,0,0,0,68.41,1005.64,5,17,14,2022
6978,John,14.32,0,0,0,51.67,1005.6,5,17,29,2022
6979,John,14.32,0,0,0,43.39,1039.03,5,17,3,2021
6980,John,16.77,0,0,231,51.39,1013.07,8,18,14,2024
6981,John,14.8,0,0,0,52.08,1013.84,5,9,14,2023
6982,John,14.8,0,0,0,55.35,1003.62,5,9,5,2020
6983,Jane,11.98,0,0,166,55.5,1031.15,3,9,15,2023
6984,Jane,18.35,0,0,437,52.17,1037.71,3,20,9,2021
6985,John,9.27,0,0,153,78.47,1029.28,1,1,26,2022
6986,Jane,15.24,0,0,484,34.52,1007.75,8,21,7,2020
6987,John,14.87,0,0,0,51.22,1011.85,6,13,17,2022
6988,John,12.6,0,0,173,61.62,1019.91,1,16,9,2023
6989,John,2.17,0,0,0,47.71,1003.94,11,12,9,2022
6990,John,2.17,0,0,0,70.99,985.41,11,12,1,2023
6991,John,12.77,0,0,0,58.6,980.34,9,3,28,2023
6992,Jane,17.97,0,0,0,42.64,992.91,10,1,7,2023
6993,Jane,17.97,0,0,0,64.86,982.77,10,1,14,2022
6994,John,14.79,0,0,93,50.54,1000.9,8,19,8,2020
6995,John,14.79,0,0,93,45.32,1017.92,8,19,8,2020
6996,John,13.25,0,0,0,42.46,1012.96,6,8,11,2021
6997,John,15.48,0,0,0,57.59,1013.17,6,2,6,2023
6998,Jane,11.41,0,0,167,50.56,1025.69,1,9,25,2023
6999,Jane,13.32,0,0,589,48.45,1016.63,4,16,15,2020
7000,Jane,14.85,0,0,0,44.69,1003.83,10,6,21,2024
7001,Jane,10.61,0,0,56,74.54,997.99,12,1,13,2022
7002,John,12.01,0,0,0,51.91,983.39,10,1,2,2022
7003,John,13.36,0,0,0,63.28,1032.81,5,21,29,2023
7004,John,14.71,0,0,0,50.4,1025.81,5,2,27,2024
7005,John,15.37,0,0,0,49.92,1017.57,4,6,21,2023
7006,John,7.54,0,0,153,57.47,1019.5,1,5,19,2021
7007,Jane,16.9,0,0,11,66.63,1004.44,4,3,23,2024
7008,Jane,11.32,0,0,155,54.33,1003.7,12,10,28,2022
7009,Jane,13.85,0,0,0,59.71,1012.83,6,1,3,2023
7010,Jane,13.85,0,0,0,35.55,1014.21,6,1,23,2022
7011,Jane,13.32,0,0,0,45.34,1005.17,7,19,13,2023
7012,John,15.09,0,0,0,52.8,1005.58,7,14,28,2024
7013,John,15.09,0,0,0,44.03,1016.57,7,14,3,2024
7014,John,12.2,0,0,0,45.19,986.92,9,4,20,2022
7015,Jane,12.23,0,0,0,43.91,1005.81,6,8,4,2020
7016,John,9.94,0,0,243,75.14,1011.69,12,1,11,2022
7017,Jane,11.57,0,0,0,61.92,1034.13,5,14,23,2022
7018,John,14.84,0,0,0,42.31,1006.76,8,2,27,2020
7019,Jane,13.74,0,0,0,38.18,1019.04,7,14,6,2022
7020,Jane,13.74,0,0,0,37.72,1004.02,7,14,5,2023
7021,Jane,14.09,0,0,0,41.32,1017.56,7,2,3,2024
7022,John,11.22,0,0,0,55.75,1003.11,8,5,3,2023
7023,Jane,12.93,0,0,0,69.64,1008.36,5,11,23,2022
7024,Jane,11.74,0,0,84,74.57,1002.62,1,7,22,2021
7025,John,5.26,0,0,77,70.22,991.66,1,2,5,2023
7026,John,11.01,0,0,0,52.39,1008.27,8,14,7,2022
7027,Jane,12.02,0,0,449,57.01,1016.91,4,17,15,2020
7028,Jane,12.02,0,0,449,61.44,1001.04,4,17,13,2023
7029,John,13.39,0,0,0,69.61,1017.97,5,2,30,2022
7030,Jane,11.38,0,0,299,77.6,1015.97,1,9,21,2023
7031,Jane,12.1,0,0,0,37.04,1007.45,6,9,17,2022
7032,Jane,12.1,0,0,0,51.55,1000.19,6,9,4,2020
7033,Jane,12.1,0,0,0,58.47,1017.41,6,9,21,2024
7034,Jane,13.8,0,0,0,64.83,1016.22,5,7,16,2021
7035,John,15.5,0,0,0,63.59,1012.57,5,21,30,2020
7036,John,13.32,0,0,0,64.82,983.6,10,15,10,2020
7037,John,13.32,0,0,0,53.14,999.31,10,15,12,2022
7038,John,14.56,0,0,131,71.97,1000.87,11,16,17,2020
7039,John,14.56,0,0,131,48.26,1004.13,11,16,13,2023
7040,John,14.56,0,0,131,45.52,991.23,11,16,17,2022
7041,John,14.56,0,0,131,42.07,998.86,11,16,11,2023
7042,John,14.56,0,0,131,55.07,1014.92,11,16,14,2022
7043,John,14.56,0,0,131,74.46,987.49,11,16,24,2024
7044,Jane,13.94,0,0,165,79.65,1023.46,12,10,23,2023
7045,Jane,17.03,0,0,0,32.1,1003.77,8,2,16,2021
7046,John,15.1,0,0,286,50.72,1016.08,1,16,28,2022
7047,John,16.33,0,0,554,50.8,995.46,12,22,26,2021
7048,Jane,17.12,0,0,177,58.2,1019.49,4,0,12,2020
7049,Jane,17.12,0,0,177,45.49,1030.78,4,0,25,2022
7050,John,5.73,0,0,0,56.4,1018.95,12,13,16,2022
7051,John,5.73,0,0,0,53.94,1022.72,12,13,18,2020
7052,Jane,12.15,0,0,98,49.99,1038.71,4,14,4,2024
7053,Jane,12.15,0,0,98,42.16,1017.58,4,14,12,2021
7054,Jane,15.03,0,0,0,52.15,1010.09,8,2,5,2022
7055,John,14.31,0,0,99,59.82,999.95,10,18,8,2021
7056,John,7.98,0,0,0,61.31,1014.75,12,12,19,2021
7057,Jane,11.46,0,0,544,55.46,1015.9,5,22,17,2023
7058,John,15.14,0,0,0,48.04,1001.06,9,9,16,2022
7059,John,15.14,0,0,0,43.3,996.03,9,9,30,2020
7060,Jane,11.21,0,0,37,50.06,1027.17,12,6,14,2021
7061,Jane,11.21,0,0,37,52.33,994.58,12,6,5,2022
7062,Jane,15.97,0,0,0,40.02,1006.49,8,12,12,2021
7063,John,10.53,0,0,143,56.08,995.01,12,2,6,2020
7064,John,15.13,0,0,0,57.69,1018.85,6,16,27,2023
7065,John,15.13,0,0,0,49.81,1017.4,6,16,5,2020
7066,John,15.13,0,0,0,54.43,1015.74,6,16,16,2021
7067,John,15.13,0,0,0,32.98,1017.13,6,16,4,2022
7068,John,13.67,0,0,0,53.28,1004.67,7,21,22,2022
7069,John,4.22,0,0,0,58.9,1007.84,12,8,5,2022
7070,John,15.65,0,0,0,46.59,1015.43,7,19,22,2022
7071,Jane,10.79,0,0,205,75.05,993.98,12,1,25,2022
7072,Jane,10.79,0,0,205,76.5,997.01,12,1,17,2023
7073,Jane,10.79,0,0,205,75.94,1010.43,12,1,9,2022
7074,Jane,10.79,0,0,205,51.4,995.98,12,1,31,2020
7075,Jane,13.04,0,0,459,46.05,1027.86,4,18,30,2021
7076,John,7.82,0,0,233,70.08,984.7,11,3,25,2022
7077,Jane,15.88,0,0,0,41.05,995.76,10,5,24,2022
7078,Jane,17.15,0,0,244,68.77,1026.09,2,4,19,2021
7079,John,15.8,0,0,0,47.26,1009.6,5,4,1,2020
7080,John,21.2,0,0,439,60.95,1008.87,4,21,3,2021
7081,Jane,14.44,0,0,461,64.15,980.47,11,20,13,2024
7082,John,13.53,0,0,0,48.39,1017.19,6,18,24,2021
7083,John,13.53,0,0,0,34.88,1014.29,6,18,7,2023
7084,John,13.53,0,0,0,32.01,1004.91,6,18,23,2023
7085,John,13.99,0,0,0,49.72,1014.58,8,15,27,2022
7086,Jane,12.11,0,0,36,61.7,1023.4,4,14,24,2023
7087,Jane,12.11,0,0,36,47.53,1022.4,4,14,2,2023
7088,Jane,12.11,0,0,36,51.21,1038.19,4,14,8,2020
7089,John,13.42,0,0,0,57.65,1005.06,7,22,21,2022
7090,John,13.42,0,0,0,48.59,1011.38,7,22,12,2024
7091,Jane,11.74,0,0,0,33.23,1005.48,6,14,30,2022
7092,Jane,16.17,0,0,115,60.23,1012.51,3,0,24,2020
7093,Jane,17.98,0,0,207,67.22,1001.43,11,17,14,2021
7094,Jane,11.24,0,0,0,68.02,1036.71,5,16,10,2024
7095,Jane,11.11,0,0,177,68.5,1016.03,2,12,27,2024
7096,John,13.17,0,0,0,74.51,992.72,10,8,27,2024
7097,Jane,15.45,0,0,0,69.68,1036.73,5,6,25,2021
7098,Jane,16.36,0,0,0,69.32,1005.62,9,7,10,2023
7099,Jane,16.36,0,0,0,40.12,1003.19,9,7,27,2024
7100,Jane,16.36,0,0,0,47.61,1016.49,9,7,18,2023
7101,Jane,16.36,0,0,0,58.81,1006.13,9,7,16,2020
7102,John,7.97,0,0,0,56.84,990.98,2,12,9,2024
7103,Jane,15.81,0,0,0,50.48,1012.88,7,5,31,2022
7104,John,11.64,0,0,0,40.59,1008.78,10,9,10,2021
7105,Jane,15.62,0,0,0,55.12,1011.27,7,4,12,2022
7106,Jane,15.62,0,0,0,43.64,1016.13,7,4,14,2022
7107,Jane,15.62,0,0,0,31.25,1003.27,7,4,29,2022
7108,Jane,15.62,0,0,0,58.54,1008.35,7,4,22,2024
7109,John,15.66,0,0,0,63.77,1026.67,5,9,16,2021
7110,John,12.62,0,0,0,60.56,1017.44,9,6,3,2024
7111,John,15.5,0,0,0,43.13,1001.52,6,1,26,2023
7112,John,15.5,0,0,0,52.84,1006.22,6,1,15,2022
7113,Jane,14.66,0,0,526,69.01,1024.43,2,18,27,2022
7114,Jane,16.37,0,0,0,61.65,998.07,10,6,10,2022
7115,Jane,17.15,0,0,146,69.4,1023.92,3,6,1,2021
7116,Jane,17.15,0,0,146,54.27,1032.42,3,6,4,2020
7117,Jane,19.93,0,0,378,67.19,1013.82,4,20,11,2022
7118,Jane,19.93,0,0,378,40.33,1026.62,4,20,27,2021
7119,John,20.4,0,0,598,62.15,1038.91,3,20,25,2021
7120,John,6.98,0,0,0,46.46,1015.08,11,10,26,2024
7121,Jane,21.45,0,0,342,66.31,1017.39,4,21,25,2020
7122,Jane,15.0,0,0,537,60.59,1014.98,2,17,17,2021
7123,Jane,11.92,0,0,0,55.97,1001.98,5,18,26,2024
7124,John,14.0,0,0,0,35.45,1019.21,7,11,14,2020
7125,John,15.74,0,0,540,53.77,997.32,12,21,26,2022
7126,John,13.85,0,0,0,51.98,1006.16,5,12,2,2022
7127,Jane,16.92,0,0,0,38.87,1014.25,8,4,22,2022
7128,John,12.82,0,0,45,59.5,991.99,12,16,8,2020
7129,Jane,10.36,0,0,248,63.87,1028.25,4,12,19,2020
7130,Jane,10.36,0,0,248,68.67,1022.14,4,12,27,2020
7131,Jane,15.41,0,0,384,48.3,1035.81,4,18,11,2020
7132,Jane,15.41,0,0,384,55.44,1015.34,4,18,10,2024
7133,Jane,12.68,0,0,100,50.62,1005.37,11,10,4,2022
7134,John,13.47,0,0,0,52.11,1001.33,6,23,18,2022
7135,John,15.26,0,0,0,45.16,1033.22,5,1,19,2023
7136,John,15.26,0,0,0,40.94,1016.39,5,1,27,2021
7137,John,15.26,0,0,0,46.56,1039.0,5,1,31,2023
7138,John,13.68,0,0,0,32.42,1004.86,7,0,6,2024
7139,John,13.88,0,0,0,37.78,1005.91,7,19,17,2023
7140,John,19.12,0,0,526,67.07,1017.48,1,20,15,2024
7141,Jane,14.9,0,0,23,63.81,1004.26,1,14,13,2020
7142,John,13.43,0,0,0,46.35,1019.37,6,9,12,2024
7143,John,13.21,0,0,0,65.25,1020.29,3,4,28,2022
7144,John,13.21,0,0,0,64.15,1034.03,3,4,9,2020
7145,John,13.21,0,0,0,50.45,1002.65,3,4,29,2022
7146,Jane,13.2,0,0,50,68.85,1007.92,2,12,6,2021
7147,John,11.52,0,0,0,58.39,983.51,9,11,1,2021
7148,Jane,13.41,0,0,304,75.91,991.16,1,20,24,2022
7149,Jane,13.41,0,0,304,56.62,1005.77,1,20,28,2022
7150,Jane,14.69,0,0,57,70.58,1006.69,11,14,27,2024
7151,John,6.79,0,0,0,55.96,1025.12,12,9,16,2023
7152,John,6.79,0,0,0,63.21,1018.48,12,9,17,2023
7153,Jane,11.86,0,0,300,44.35,1034.01,4,14,12,2022
7154,Jane,11.86,0,0,300,50.44,1028.04,4,14,16,2020
7155,John,14.4,0,0,0,46.36,1000.16,6,8,16,2023
7156,John,9.09,0,0,71,66.09,1022.15,1,5,30,2021
7157,Jane,14.7,0,0,0,56.11,1019.44,10,23,9,2021
7158,John,15.15,0,0,0,36.82,1000.28,7,8,20,2021
7159,John,15.15,0,0,0,36.87,1002.15,7,8,13,2022
7160,John,7.43,0,0,0,61.75,1019.43,11,8,3,2020
7161,John,7.43,0,0,0,71.05,983.23,11,8,11,2022
7162,John,7.43,0,0,0,70.81,1004.01,11,8,23,2024
7163,John,15.23,0,0,0,50.66,1009.69,7,9,31,2023
7164,Jane,13.03,0,0,0,54.56,1013.75,5,11,16,2023
7165,Jane,13.03,0,0,0,67.79,1004.59,5,11,13,2020
7166,Jane,13.03,0,0,0,50.39,1000.89,5,11,12,2022
7167,Jane,13.03,0,0,0,57.17,1021.79,5,11,21,2021
7168,Jane,17.27,0,0,0,67.44,1012.74,9,5,11,2022
7169,Jane,15.85,0,0,0,43.39,1019.95,7,0,19,2023
7170,John,16.39,0,0,469,68.53,1020.21,12,21,14,2020
7171,John,16.39,0,0,469,75.23,1024.7,12,21,17,2021
7172,John,16.39,0,0,469,69.46,1003.52,12,21,30,2020
7173,Jane,13.8,0,0,0,66.85,1016.51,5,17,21,2020
7174,Jane,13.8,0,0,0,66.95,1004.08,5,17,13,2021
7175,John,20.29,0,0,514,69.51,1030.44,3,20,23,2021
7176,Jane,15.99,0,0,0,38.49,1015.24,8,23,5,2022
7177,Jane,14.54,0,0,562,64.04,1015.81,3,19,18,2024
7178,Jane,14.54,0,0,562,64.5,1007.6,3,19,28,2023
7179,John,20.55,0,0,268,70.11,1029.74,2,16,6,2021
7180,Jane,16.19,0,0,134,55.69,1009.45,3,0,1,2024
7181,Jane,14.35,0,0,0,68.18,983.18,9,13,29,2022
7182,Jane,14.35,0,0,0,70.13,1013.18,9,13,16,2024
7183,Jane,15.04,0,0,0,50.5,1015.89,10,11,4,2024
7184,Jane,15.04,0,0,0,56.2,993.42,10,11,8,2024
7185,Jane,15.04,0,0,0,58.91,1009.06,10,11,12,2020
7186,Jane,14.27,0,0,0,68.07,984.56,10,12,19,2023
7187,Jane,14.27,0,0,0,70.81,1012.65,10,12,21,2020
7188,John,15.17,0,0,0,50.51,1008.88,7,13,9,2021
7189,John,15.28,0,0,0,55.03,1000.97,6,2,24,2021
7190,Jane,13.56,0,0,301,50.06,1023.55,2,18,25,2024
7191,Jane,13.56,0,0,301,72.67,1016.42,2,18,17,2024
7192,Jane,13.56,0,0,301,68.1,990.21,2,18,22,2021
7193,Jane,13.56,0,0,301,63.93,1029.66,2,18,10,2021
7194,Jane,13.56,0,0,301,68.02,1025.31,2,18,21,2024
7195,John,20.26,0,0,39,52.0,990.72,2,18,15,2023
7196,John,20.26,0,0,39,52.39,1021.75,2,18,24,2024
7197,Jane,16.09,0,0,281,50.87,1031.86,3,1,5,2024
7198,John,16.1,0,0,306,73.76,1007.06,12,22,25,2021
7199,John,5.68,0,0,0,73.02,986.58,11,12,10,2023
7200,Jane,13.38,0,0,407,41.34,1038.88,3,16,21,2022
7201,John,15.03,0,0,150,54.65,986.78,9,19,27,2023
7202,John,12.58,0,0,0,57.82,1016.98,8,10,30,2024
7203,John,12.58,0,0,0,30.73,1010.27,8,10,2,2023
7204,Jane,13.64,0,0,0,47.71,1010.19,6,0,8,2020
7205,John,17.0,0,0,150,62.07,982.93,9,19,19,2020
7206,John,6.4,0,0,13,67.51,1009.44,12,1,23,2020
7207,John,6.4,0,0,13,66.57,1004.59,12,1,7,2020
7208,John,13.98,0,0,193,60.4,1012.76,9,17,17,2022
7209,Jane,16.29,0,0,72,50.92,1033.36,4,2,4,2023
7210,Jane,16.29,0,0,72,47.87,1022.01,4,2,4,2023
7211,Jane,16.29,0,0,72,49.59,1034.21,4,2,21,2022
7212,Jane,16.29,0,0,72,41.32,1010.37,4,2,20,2021
7213,John,15.69,0,0,0,64.55,1032.51,5,4,27,2021
7214,John,15.69,0,0,0,55.19,1006.07,5,4,22,2021
7215,John,7.32,0,0,191,45.38,1003.61,11,5,4,2022
7216,John,12.15,0,0,0,40.24,990.44,9,14,10,2021
7217,John,12.15,0,0,0,42.17,989.47,9,14,26,2021
7218,Jane,11.87,0,0,137,50.35,987.14,11,6,17,2021
7219,Jane,11.87,0,0,137,63.39,983.67,11,6,13,2022
7220,Jane,11.0,0,0,257,68.9,998.24,12,2,28,2022
7221,John,12.32,0,0,0,54.68,1023.09,3,23,7,2023
